type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
VERB+PRON	posłużył	posłużyć	33	się	się	34	posłużył się	posłużyć się	- Stan wyższej konieczności zmusił mnie do podjęcia subtelnej gry , której szczegółów nie mogę na razie zdradzić - powiedział nam wczoraj Chronowski po tym , jak niektóre media zarzucały mu , że posłużył się autopodsłuchem .
VERB+PRON	chwalą	chwalić	11	się	się	12	chwalą się	chwalić się	- Celowo go nie kasują bądź nie mają , a później chwalą się przed znajomymi ile to razy udało im się uniknąć kary .
VERB+PRON	stała	stać	1	się	się	2	stała się	stać się	Vega stała się silniejsza niż była od dłuższego już czasu .
VERB+PRON	zająć	zająć	3	się	się	4	zająć się	zająć się	Ostatecznie komisja postanowiła zająć się problemem pomocy społecznej na najbliższym posiedzeniu - 13 czerwca .
VERB+PRON	wprowadziła	wprowadzić	5	się	się	6	wprowadziła się	wprowadzić się	Pierwszą parą prezydencką , która wprowadziła się do nowej rezydencji , zbudowanej według projektu architekta pochodzenia irlandzkiego Jamesa Hobana , byli John i Abigail Adamsowie .
VERB+DET	pozostawia	pozostawiać	12	wiele	wiele	13	pozostawia wiele	pozostawiać wiele	Cieszy zwycięstwo , lecz styl w jakim odnieśli go podopieczni Janusza Wójcika pozostawia wiele do życzenia .
ADP+NOUN	do	do	14	życzenia	życzyć	15	do życzenia	do życzyć	Cieszy zwycięstwo , lecz styl w jakim odnieśli go podopieczni Janusza Wójcika pozostawia wiele do życzenia .
NOUN+VERB	akcję	akcja	6	przeprowadził	przeprowadzić	7	akcję przeprowadził	akcja przeprowadzić	W 8 . min spotkania indywidualną akcję przeprowadził Janiak .
VERB+PRON	zdecydowała	zdecydować	15	się	się	16	zdecydowała się	zdecydować się	"Taka oto "" kręta "" edukacja trwała do roku 1958 , kiedy to rodzina Wydrzyckich zdecydowała się na emigrację do Polski ."
VERB+NOUN	złoży	złożyć	18	rezygnację	rezygnacja	19	złoży rezygnację	złożyć rezygnacja	Jak się wczoraj dowiedzieli śmy nieoficjalnie , wicewojewoda kielecki , który wulgarnie wyrażał się o dziennikarce , dziś złoży rezygnację ze stanowiska .
VERB+PRON	uda	udać	9	się	się	10	uda się	udać się	Trudno jednak już dziś przesądzać kiedy te ogromne prace uda się zakończyć .
PRON+VERB	się	się	5	okaże	okazać	6	się okaże	się okazać	Ale jak płacimy , to się okaże na końcu - igra sobie Pan Marek z domysłami wątpiących .
VERB+PRON	spotkają	spotkać	25	się	się	26	spotkają się	spotkać się	"W sali konferencyjnej Polskiego Radia , zastępca komendanta głównego policji , Ireneusz Wachowski , obiecał , że jeżeli "" szalikowcy "" dochowają reguł gry , spotkają się z fachową i miłą obsługą - jeżeli tak można powiedzieć - policji na trasach dojazdowych ."
VERB+PRON	mieści	mieścić	3	się	się	4	mieści się	mieścić się	Siedziba hojnej firmy mieści się bowiem gdzieś w Szwajcarii ( nazwy miejscowości nie podano ) , a przesyłkę ostemplowano aż w Indonezji !
VERB+ADP	doszli	dojść	3	do	do	4	doszli do	dojść do	Po pierwszych oględzinach doszli do wniosku , że nie budzi zastrzeżeń .
VERB+PRON	zgadza	zgadzać	1	się	się	2	zgadza się	zgadzać się	Rzecznik zgadza się , że strajk i manifestacja jako forma protestu się dewaluuje .
VERB+PRON	czuł	czuć	12	się	się	13	czuł się	czuć się	Pieniądze zatoczyły duże koło , na wszystko były podkładki , nikt nie czuł się oszukany .
ADP+NOUN	w	w	3	grę	gra	4	w grę	w gra	Zamoyski : Kiedy w grę wchodzą interesy , przyjaźnie się kończą .
NOUN+ADJ	rozmów	rozmowa	2	przeprowadzonych	przeprowadzić	3	rozmów przeprowadzonych	rozmowa przeprowadzić	W wyniku rozmów przeprowadzonych w Londynie przez dyrektora Archiwów Państwowych , prof . Darię Nałęcz , postanowiono powołać wspólną komisję historyczną .
PRON+VERB	się	się	9	rozstać	rozstać	10	się rozstać	się rozstać	Po wyborczej niedzieli duża część elektoratu Wałęsy nie pragnie się rozstać .
VERB+PRON	decyduje	decydować	22	się	się	23	decyduje się	decydować się	Dziś , dzięki szerokiej akcji propagandowej ( m.in . prowadzonej przez VIVĘ ) , rozwijającym się ruchom proekologicznym , coraz więcej ludzi decyduje się na odstawienie mięsa i jego przetworów .
VERB+PRON	Poradziła	poradzić	0	sobie	siebie	1	Poradziła sobie	poradzić siebie	Poradziła sobie wreszcie i sięgnęła po krzesło , lokując się tuż przy piecu .
VERB+NOUN	uległy	ulec	17	zmianie	zmiana	18	uległy zmianie	ulec zmiana	- Teraz , gdy napotkała jego przytomne , trochę kpiące , a trochę ostrzegawcze spojrzenie , plany uległy zmianie i nóż z ust powędrował do lewej dłoni .
VERB+PRON	śmiała	śmiać	4	się	się	5	śmiała się	śmiać się	Patrzyła na mnie i śmiała się dalej .
NOUN+VERB	prace	praca	10	prowadziły	prowadzić	11	prace prowadziły	praca prowadzić	W dokumentacji figurował w tej roli Makran , faktycznie jednak prace prowadziły inne firmy .
VERB+PRON	Cieszę	cieszyć	1	się	się	2	Cieszę się	cieszyć się	- Cieszę się z tej decyzji - mówi trener Jerzy Pawłowski .
VERB+PRON	przyznawał	przyznawać	5	się	się	6	przyznawał się	przyznawać się	Grzegorz P . od początku przyznawał się do wszczynania fałszywych alarmów .
NOUN+PRON	niestosowanie	stosować	2	się	się	3	niestosowanie się	stosować się	Umożliwiają one niestosowanie się do niektórych znaków drogowych .
VERB+PRON	zajmowały	zajmować	10	się	się	11	zajmowały się	zajmować się	Zakaz ten objął także jelita , a właśnie uszlachetnianiem jelit zajmowały się te dwa zakłady .
PRON+VERB	się	się	1	dowiedzieli	dowiedzieć	2	się dowiedzieli	się dowiedzieć	Jak się dowiedzieli śmy , Zuber odda dziecko , kiedy Samusionek zapewni go publicznie , że będzie się mógł widywać z córeczką .
AUX+ADP	będzie	być	7	w	w	8	będzie w	być w	Już wówczas Kukliński wspomniał , że nie będzie w stanie opłacić obowiązującego w Polsce podatku od darowizny .
VERB+PRON	pozbyć	pozbyć	32	się	się	33	pozbyć się	pozbyć się	"Jeśli zaś Łukaszenko błyskawicznie ich rozpędzi - jak to zrobił jesienią ubiegłego roku satrapa Azerbejdżanu Ilham Alijew - społeczność międzynarodowa umyje ręce , cofnie się i poczeka na następną okazję , by pozbyć się "" ostatniego dyktatora Europy "" ."
NOUN+ADJ	kontroli	kontrola	5	przeprowadzonej	przeprowadzić	6	kontroli przeprowadzonej	kontrola przeprowadzić	Rada Ministrów odtajniła raport z kontroli przeprowadzonej w GROM jesienią 1999 r .
VERB+NOUN	nosić	nosić	10	imię	imię	11	nosić imię	nosić imię	- Dość szargania świętości , ten obiekt nie jest godzien nosić imię Jana Pawła II - zapowiada .
NOUN+NOUN	świadczenia	świadczyć	7	usług	usługa	8	świadczenia usług	świadczyć usługa	W przypadku stwierdzenia braku właściwych warunków do świadczenia usług , umowne punkty , według których rozlicza się usługi przyznane takiemu gabinetowi , mają zostać przekazane innym kontrahentom Kasy z terenu danego powiatu .
NOUN+ADJ	usługi	usługa	17	przyznane	przyznać	18	usługi przyznane	usługa przyznać	W przypadku stwierdzenia braku właściwych warunków do świadczenia usług , umowne punkty , według których rozlicza się usługi przyznane takiemu gabinetowi , mają zostać przekazane innym kontrahentom Kasy z terenu danego powiatu .
PRON+VERB	się	się	8	zachować	zachować	9	się zachować	się zachować	Opublikowana została także instrukcja , jak porywacze mają się zachować przed samobójczym zamachem .
VERB+NOUN	wiąże	wiązać	3	koniec	koniec	4	wiąże koniec	wiązać koniec	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
ADP+NOUN	z	z	5	końcem	koniec	6	z końcem	z koniec	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
VERB+PRON	odbija	odbijać	5	się	się	6	odbija się	odbijać się	W malowidłach i płaskorzeźbach świątyni odbija się ewolucja wizerunku władczyni , zresztą świadomie przez nią kreowanego .
VERB+NOUN	załamuje	załamywać	37	ręce	ręka	38	załamuje ręce	załamywać ręka	Wydawało mi się , że jeśli zlecę wszystkie prace miejscowym firmom , to będzie to gwarancja najlepszej jakości , bo przecież gdzie jak gdzie , ale na własnym podwórku nikt nie będzie chciał psuć sobie renomy – załamuje ręce właścicielka .
VERB+PRON	zwrócił	zwrócić	2	się	się	3	zwrócił się	zwrócić się	Pełnomocnik pułkownika zwrócił się do Ministerstwa Finansów z prośbą o załatwienie tej sprawy .
ADP+NOUN	z	z	7	prośbą	prośba	8	z prośbą	z prośba	Pełnomocnik pułkownika zwrócił się do Ministerstwa Finansów z prośbą o załatwienie tej sprawy .
VERB+PRON	pojawia	pojawiać	14	się	się	15	pojawia się	pojawiać się	- O co więc chodzi Anglikom , skoro od kilku lat co jakiś czas pojawia się film angielski poświęcony historii władców tego kraju ?
ADJ+NOUN	prowadzącego	prowadzić	11	sprawę	sprawa	12	prowadzącego sprawę	prowadzić sprawa	Przez kolejne trzy lata ( w 1995 roku nastąpiła zmiana sędziego prowadzącego sprawę ) sąd przesłuchiwał setki świadków , z których większość opowiadała praktycznie tę samą historię . . .
AUX+ADP	będą	być	4	w	w	5	będą w	być w	""" Inteligentne "" systemy będą w stanie je właściwie zinterpretować i błyskawicznie zareagować , by uchronić samolot lub samochód przed katastrofą ."
VERB+PRON	Zaczaja	zaczajać	0	się	się	1	Zaczaja się	zaczajać się	Zaczaja się na zebry , hieny i szakale .
VERB+PRON	martw	martwić	1	się	się	2	martw się	martwić się	Nie martw się - dodała na widok zrozpaczonej miny Andrzeja - ja ci pomogę .
VERB+PRON	uśmiecha	uśmiechać	4	się	się	5	uśmiecha się	uśmiechać się	- Filtr ! - uśmiecha się .
VERB+PRON	pojawiał	pojawiać	13	się	się	14	pojawiał się	pojawiać się	Mijała minuta za minutą , czas wlókł się w nieskończoność , a nie pojawiał się nikt .
NOUN+ADJ	szkody	szkoda	4	wyrządzane	wyrządzać	5	szkody wyrządzane	szkoda wyrządzać	Argumentują oni , że szkody wyrządzane przez słonie są wynikiem błędnej polityki państwa .
VERB+PRON	Obawiają	obawiać	0	się	się	1	Obawiają się	obawiać się	Obawiają się więc , że wysokość opłat zniechęci potencjalnych sprzedawców do wydzierżawienia latem pod handel ogródków wokół prywatnych posesji .
VERB+PRON	zmagać	zmagać	2	się	się	3	zmagać się	zmagać się	Michał zaczął zmagać się z niewyraźnym pismem Marka .
VERB+ADP	weszli	wejść	9	w	w	10	weszli w	wejść w	Starosta makowski Kazimierz Białobrzeski i burmistrz miasta Tadeusz Ciak weszli w skład rady programowej projektu , który mówiąc najogólniej dotyczy gospodarowania odpadami .
VERB+PRON	zna	znać	9	się	się	10	zna się	znać się	Kiedyś dyrektorował mleczarni w Łososinie Górnej , na rolnictwie zna się , jak mało kto , wie co chłopu dzisiaj dolega .
VERB+PRON	Działo	dziać	0	się	się	1	Działo się	dziać się	Działo się to podczas dochodzenia do nabrzeża w Ystad .
VERB+PRON	boję	bać	5	się	się	6	boję się	bać się	Maciej Geller : - Nie boję się Maćka , tylko ludzi , których prowadzi .
VERB+PRON	składa	składać	22	się	się	23	składa się	składać się	Metoda zastosowana przez badaczy polega na tym , że uzyskany w laboratorium embrion dzieli się na cztery części w momencie , gdy składa się z ośmiu komórek .
VERB+NOUN	uzyskać	uzyskać	12	zgodę	zgoda	13	uzyskać zgodę	uzyskać zgoda	Zarząd nie powiadomił Rady Nadzorczej o planowanym kredycie , podczas gdy powinien uzyskać zgodę na każdą pożyczkę powyżej 50 mln zł .
NOUN+NOUN	podejmowania	podejmować	9	ryzyka	ryzyko	10	podejmowania ryzyka	podejmować ryzyko	Najważniejszy był tu wszakże klimat społeczny - gotowości do podejmowania ryzyka biznesu , skoro tylko odpadną bariery krępujące inicjatywę i przedsiębiorczość .
VERB+PRON	okazało	okazać	1	się	się	2	okazało się	okazać się	Kiedy okazało się , że ciąża trwa dłużej niż dwa tygodnie i w żadnym wypadku nie da rady tego załatwić między festiwalem sopockim a dyżurem w TVP , musiała wybierać między karierą a mężem .
VERB+NOUN	da	dać	16	rady	rada	17	da rady	dać rada	Kiedy okazało się , że ciąża trwa dłużej niż dwa tygodnie i w żadnym wypadku nie da rady tego załatwić między festiwalem sopockim a dyżurem w TVP , musiała wybierać między karierą a mężem .
VERB+NOUN	mieli	mieć	7	dostęp	dostęp	8	mieli dostęp	mieć dostęp	- Irena Santor , Jerzy Połomski wciąż mieli dostęp do tekstów i piosenek najlepszych autorów - opowiada Szabłowska .
PRON+VERB	się	się	15	czuje	czuć	16	się czuje	się czuć	3 . Nie zaczynaj rozmowy , kiedy dziecko ma kaca - jest rozdrażnione , źle się czuje .
VERB+PRON	przydaje	przydawać	6	się	się	7	przydaje się	przydawać się	"Umiejętność "" czytania "" mowy ciała przydaje się również w negocjacjach ."
VERB+PRON	udali	udać	11	się	się	12	udali się	udać się	Stefan i Claudia zostali sfotografowani na lotnisku w Hamburgu , skąd udali się na wspólny urlop do Tajlandii .
NOUN+NOUN	podejmowanie	podejmować	1	decyzji	decyzja	2	podejmowanie decyzji	podejmować decyzja	Bowiem podejmowanie decyzji o ewentualnej fuzji z liberałami może doprowadzić do tego , że SLD podzieli los UW .
VERB+ADP	przyszedł	przyjść	6	na	na	7	przyszedł na	przyjść na	Tymczasem rodzice Sebastiana Kraszewskiego , który przyszedł na świat minutę po rozpoczęciu się 2000 roku w Wojewódzkim Szpitalu Specjalistycznym we Wrocławiu , otrzymali już od premiera Jerzego Buzka wózek dziecięcy i list gratulacyjny .
VERB+PRON	śmiać	śmiać	4	się	się	5	śmiać się	śmiać się	W związku z Katyniem śmiać się głośno nie wypada .
NOUN+ADJ	ofiarą	ofiara	12	złożoną	złożyć	13	ofiarą złożoną	ofiara złożyć	Powszechnie uważa się , że śmierć przynajmniej jednego z nich mogła być ofiarą złożoną szatanowi .
VERB+NOUN	pełnił	pełnić	5	służbę	służba	6	pełnił służbę	pełnić służba	Samobójcze strzały padły , gdy pełnił służbę wartowniczą .
VERB+PRON	martwić	martwić	10	się	się	11	martwić się	martwić się	Zawsze wolał siedzieć za plecami kogoś innego pozwalając mu łaskawie martwić się o nawigację , uwzględnianie warunków atmosferycznych , odnajdywanie samolotów - cystern i rozwiązywać inne problemy .
VERB+PRON	dodzwonił	dodzwonić	4	się	się	5	dodzwonił się	dodzwonić się	Stąd Janusz B . dodzwonił się do Polski i poinformował , że jest cały i zdrowy .
VERB+NOUN	daje	dawać	2	siły	siła	3	daje siły	dawać siła	Nienawiść nie daje siły , tylko zaślepia .
NOUN+ADJ	eksperymentu	eksperyment	13	przeprowadzonego	przeprowadzić	14	eksperymentu przeprowadzonego	eksperyment przeprowadzić	""" Walden , czyli życie w lesie "" to fascynujący literacki dokument tego eksperymentu przeprowadzonego przez mimowolnego wyznawcę Rousseau z Nowego Świata , protoplastę dzisiejszych ekologów , który dwuletnie życie w samotni i w zgodzie z naturą uważał za misję : "" Chyba nie powinien em świadomie i celowo zaniedbywać mojego szczególnego powołania do czynienia dobrze w dziedzinie , w której społeczeństwo tego ode mnie wymaga , to znaczy nie wolno mi zaniechać ratowania wszechświata przed zagładą "" ."
VERB+PRON	pozbyć	pozbyć	11	się	się	12	pozbyć się	pozbyć się	"Według informacji "" Gazety "" Pawlak skorzysta z okazji , by pozbyć się nie lubianego przez koalicję ministra , ale może przetrzymać wniosek Olechowskiego aż do posiedzenia Trybunału , co może się przeciągnąć do drugiej połowy stycznia ."
NOUN+PRON	zwracania	zwracać	9	się	się	10	zwracania się	zwracać się	Pełnomocnik oskarżycieli posiłkowych mec . Edward Wende zakwestionował konieczność zwracania się do ministra spraw wewnętrznych o zgodę na odtajnienie tych materiałów .
VERB+NOUN	zapomniał	zapomnieć	26	języka	język	27	zapomniał języka	zapomnieć język	Spojrzała na niego z ulotnym zainteresowaniem , właściwie bez zainteresowania , jakby był ciemną , romantyczną zjawą wynurzającą się z odmętów tej letniej nocy , że zapomniał języka w gębie i bezmyślnie gapił się na jej słynny biust , na słynne blond włosy rozpłomienione warszawskim splinem , na tę estradową panterę opiętą kolorowo zawrotną spódnicą i kolorowymi tekstami jeszcze bardziej zawrotnych piosenek Agnieszki Osieckiej , choć Lakis już coś tam bajerował o międzyludzkich fluidach , które wydzielają te cudowne piosenki przy słuchaniu i śpiewaniu .
ADP+NOUN	w	w	28	gębie	gęba	29	w gębie	w gęba	Spojrzała na niego z ulotnym zainteresowaniem , właściwie bez zainteresowania , jakby był ciemną , romantyczną zjawą wynurzającą się z odmętów tej letniej nocy , że zapomniał języka w gębie i bezmyślnie gapił się na jej słynny biust , na słynne blond włosy rozpłomienione warszawskim splinem , na tę estradową panterę opiętą kolorowo zawrotną spódnicą i kolorowymi tekstami jeszcze bardziej zawrotnych piosenek Agnieszki Osieckiej , choć Lakis już coś tam bajerował o międzyludzkich fluidach , które wydzielają te cudowne piosenki przy słuchaniu i śpiewaniu .
