type	first_word	second_word
VERB+NOUN	podsunęła	mężczyźnie
VERB+PRON	przyniesie	coś
ADP+NOUN	do	zjedzenia
NOUN+NOUN	Problem	deficytu
NOUN+ADJ	deficytu	budżetowego
VERB+NOUN	rozwiązać	powodzenie
VERB+NOUN	ograniczyć	dotowanie
ADJ+NOUN	publicznych	pieniędzy
NOUN+NOUN	służby	zdrowia
NOUN+VERB	drzwi	zamknęły
VERB+PRON	zamknęły	się
ADP+NOUN	za	oficerem
NOUN+ADJ	oficerem	dyżurnym
NOUN+VERB	admirał	otworzył
VERB+NOUN	otworzył	kluczykiem
NOUN+ADJ	kluczykiem	dołączonym
ADP+NOUN	do	kluczy
ADP+NOUN	do	segregatorów
ADJ+NOUN	tajną	szufladę
ADJ+NOUN	prawdziwą	kontrabandę
ADJ+NOUN	jamajskiego	rumu
ADJ+NOUN	własne	pieniądze
NOUN+VERB	inwestor	oświetlił
ADJ+NOUN	nowy	budynek
NOUN+NOUN	budynek	Centrum
NOUN+ADJ	Centrum	Biurowego
NOUN+ADJ	właściciel	sam
VERB+NOUN	iluminował	hotel
ADP+NOUN	za	pieniądze
NOUN+NOUN	pieniądze	parafii
NOUN+NOUN	czasem	sponsorów
ADJ+NOUN	nowsze	kościoły
ADP+NOUN	na	Wzgórzach
NOUN+ADJ	Wzgórzach	Krzesławickich
ADP+NOUN	na	Górze
ADJ+NOUN	pustynny	piasek
ADP+NOUN	w	górę
ADP+NOUN	w	dół
NOUN+NOUN	częściami	scenografii
VERB+PRON	poczęły	się
ADJ+NOUN	piękne	kostiumy
ADP+NOUN	z	mroków
ADJ+NOUN	wysmakowany	projekt
NOUN+VERB	Biskup	apelował
ADP+NOUN	o	solidarność
ADP+NOUN	z	biednymi
VERB+NOUN	wykorzystując	niezadowolenie
NOUN+NOUN	niezadowolenie	rolników
VERB+NOUN	anarchizują	kraj
ADJ+NOUN	nieetycznych	środków
ADP+NOUN	dla	osiągania
ADJ+NOUN	partykularnych	celów
VERB+NOUN	Upiła	łyk
ADP+NOUN	po	torebkę
ADP+NOUN	z	bułką
ADP+NOUN	W	szkołach
ADP+NOUN	na	ulicach
ADP+NOUN	w	centrach
NOUN+NOUN	centrach	miast
NOUN+VERB	sposób	promować
VERB+NOUN	promować	idee
NOUN+NOUN	idee	czytelnictwa
ADP+NOUN	wśród	społeczeństwa
ADP+NOUN	w	ratach
ADP+NOUN	co	roku
VERB+NOUN	osiągnął	skraj
NOUN+NOUN	skraj	lasu
ADJ+NOUN	Ciemna	woda
ADP+NOUN	w	niecce
NOUN+NOUN	niecce	kąpielowej
VERB+PRON	burzyła	się
ADJ+NOUN	kolejne	piłki
VERB+NOUN	przegrać	meczu
ADP+NOUN	O	miłości
NOUN+VERB	miłości	myśli
VERB+NOUN	myśli	chłopak
NOUN+VERB	panienek	zaliczył
ADJ+NOUN	moskiewskiej	organizacji
ADP+NOUN	w	związku
NOUN+NOUN	redakcji	magazynu
NOUN+ADJ	magazynu	niemieckiego
ADJ+NOUN	pływające	elektrownie
NOUN+ADJ	odpady	radioaktywne
ADJ+NOUN	własną	rękę
NOUN+VERB	rękę	spróbował
ADP+NOUN	po	raz
NOUN+ADJ	raz	pierwszy
ADP+NOUN	do	oddziału
NOUN+ADJ	oddziału	partyzanckiego
ADP+NOUN	o	dodatku
ADP+NOUN	za	odznaczenie
VERB+PRON	przewiduje	go
NOUN+ADJ	ustawa	wypadkowa
VERB+PRON	pozwolić	sobie
ADP+NOUN	na	komasację
NOUN+NOUN	komasację	resortów
ADP+NOUN	w	styczniu
ADJ+NOUN	nowego	roku
ADJ+NOUN	prawdziwą	operację
NOUN+ADJ	operację	wojskową
VERB+NOUN	Załóż	bieliznę
VERB+NOUN	kołysząc	biodrami
NOUN+VERB	mama	siedzi
ADJ+NOUN	termoelektrycznego	urządzenia
ADP+NOUN	do	wiercenia
VERB+NOUN	zrewolucjonizowało	możliwości
NOUN+NOUN	możliwości	uzyskiwania
NOUN+NOUN	uzyskiwania	otworów
ADP+NOUN	w	lodowcach
NOUN+ADJ	ruchu	wewnętrznego
VERB+NOUN	ma	konika
NOUN+VERB	hipermarkecie	funkcjonuje
ADJ+NOUN	jeden	bankomat
NOUN+NOUN	asystentka	dyrektora
ADP+NOUN	z	felietonów
ADP+NOUN	za	rolę
ADP+NOUN	w	przebraniu
ADJ+NOUN	pierwszej	ligi
NOUN+ADJ	ligi	intelektualnej
ADP+NOUN	z	ambicji
ADJ+NOUN	aktywnego	życia
VERB+PRON	rzuciła	wszystko
ADP+NOUN	w	komie
ADP+NOUN	przed	telewizorem
NOUN+VERB	Prezydent	zapowiada
ADP+NOUN	w	ciągu
VERB+NOUN	nazywają	komediami
ADP+NOUN	Dla	wyjaśnienia
NOUN+ADJ	górnictwem	uranowym
NOUN+NOUN	wpływy	radonu
NOUN+ADJ	radonu	mieszkaniowego
VERB+NOUN	usłyszeć	obietnicę
ADJ+NOUN	dwudziestocentymetrowy	lód
ADJ+NOUN	olbrzymim	wiertłem
NOUN+ADJ	Komisja	Europejska
VERB+NOUN	zabrać	pieniądze
NOUN+VERB	wspólnicy	mieli
VERB+NOUN	zgarniać	forsę
ADP+NOUN	w	testamencie
NOUN+NOUN	wyroby	spółdzielni
ADP+NOUN	poza	kraje
NOUN+ADJ	kraje	europejskie
NOUN+NOUN	Pani	męża
ADP+NOUN	z	ustawą
ADP+NOUN	o	ubezpieczeniach
NOUN+ADJ	ubezpieczeniach	zdrowotnych
NOUN+ADJ	radni	samorządowi
VERB+NOUN	pobierać	diet
ADP+NOUN	za	pracę
ADP+NOUN	w	radzie
NOUN+NOUN	radzie	kasy
NOUN+ADJ	uwag	krytycznych
ADP+NOUN	po	chwili
ADJ+NOUN	ciężkiego	milczenia
ADP+NOUN	przez	chwilę
ADJ+NOUN	Neapolitańska	policja
NOUN+VERB	policja	zatrzymała
ADP+NOUN	pod	zarzutem
NOUN+NOUN	zarzutem	wymuszania
NOUN+NOUN	wymuszania	pieniędzy
ADJ+NOUN	wczesnej	godzinie
ADP+NOUN	w	windzie
NOUN+VERB	windzie	garbią
VERB+NOUN	garbią	plecy
ADP+NOUN	od	innych
VERB+NOUN	Przeklinali	dzień
VERB+NOUN	poświęcić	talent
ADP+NOUN	dla	ratowania
NOUN+NOUN	ratowania	zdrowia
ADJ+NOUN	innych	ludzi
ADP+NOUN	w	ministerstwie
ADJ+NOUN	doświadczonych	ludzi
ADP+NOUN	z	organizacji
NOUN+ADJ	organizacji	ekologicznych
ADP+NOUN	z	poszkodowanych
NOUN+ADJ	franków	szwajcarskich
ADJ+PRON	wart	tego
ADJ+NOUN	znakomitym	zespole
VERB+NOUN	powiedział	gazecie
ADP+NOUN	Po	roku
NOUN+ADJ	roku	2010
NOUN+NOUN	zdaniem	specjalistów
ADP+NOUN	z	ministerstwa
VERB+NOUN	nastąpi	spadek
NOUN+NOUN	spadek	wydobycia
ADJ+NOUN	dostępne	złoża
NOUN+VERB	złoża	wyczerpią
VERB+PRON	wyczerpią	się
ADJ+NOUN	pierwszy	raz
ADP+NOUN	w	życiu
ADP+NOUN	na	dworcu
ADJ+NOUN	licznych	podróży
ADP+NOUN	Od	Domu
ADP+NOUN	nad	Wodospadem
NOUN+ADJ	Klub	warszawski
ADP+NOUN	z	raportu
NOUN+NOUN	raportu	organizacji
NOUN+ADJ	organizacji	katolickich
ADP+NOUN	Z	mebli
NOUN+VERB	stół	może
VERB+NOUN	rościć	prawo
ADP+NOUN	do	współtworzenia
NOUN+NOUN	współtworzenia	kultury
NOUN+ADJ	kultury	towarzyskiej
ADJ+NOUN	cywilizacyjny	dylemat
NOUN+NOUN	dylemat	dostępu
ADP+NOUN	do	opieki
NOUN+ADJ	opieki	medycznej
NOUN+ADJ	system	podatkowy
NOUN+NOUN	wydatki	państwa
NOUN+VERB	sygnatariusze	uważają
ADP+NOUN	za	sprawy
ADP+NOUN	dla	fachowców
NOUN+VERB	zdaniem	ma
VERB+NOUN	pracują	sprzedawcy
NOUN+NOUN	sprzedawcy	kredytów
NOUN+ADJ	kart	kredytowych
NOUN+ADJ	telefonów	komórkowych
NOUN+NOUN	witryn	www
ADP+NOUN	Po	przewiezieniu
ADP+NOUN	zamiast	przełamywania
ADJ+NOUN	liberalnego	dogmatu
NOUN+NOUN	dogmatu	nierówności
ADP+NOUN	z	zaleceniem
NOUN+VERB	godziny	wyłamują
VERB+PRON	wyłamują	mu
ADP+NOUN	o	nauczycieli
VERB+NOUN	Przyjdzie	chwila
VERB+PRON	Karciła	się
ADP+NOUN	w	myślach
ADP+NOUN	za	głupotę
NOUN+NOUN	Kierowca	ciężarówki
VERB+PRON	powiedział	nam
ADP+NOUN	przed	sądem
ADP+NOUN	od	zarządcy
NOUN+NOUN	zarządcy	drogi
ADP+NOUN	na	apel
NOUN+VERB	apel	odpowiadają
ADJ+NOUN	strasznym	brudasem
VERB+PRON	cuchnęło	mu
ADP+NOUN	z	ust
NOUN+ADJ	Rozdział	dwudziesty
ADP+NOUN	po	raz
NOUN+ADJ	raz	kolejny
ADJ+NOUN	stara	prawda
ADP+NOUN	na	kolegów
ADP+NOUN	ze	studiów
ADJ+NOUN	Nagła	propozycja
NOUN+ADJ	rozmowy	uświadamiającej
ADP+NOUN	przed	okresem
NOUN+NOUN	okresem	dojrzewania
NOUN+VERB	dziecko	wystraszyć
ADJ+NOUN	innych	dziedzinach
ADJ+NOUN	niewielkim	przedpokojem
NOUN+VERB	przedpokojem	zaczynał
VERB+PRON	zaczynał	się
VERB+PRON	wchodziło	się
ADP+NOUN	do	kuchni
ADP+NOUN	do	łazienki
VERB+PRON	kończył	się
NOUN+ADJ	schodkami	prowadzącymi
ADP+NOUN	w	rodzaju
VERB+NOUN	stało	biurko
NOUN+ADJ	regały	pełne
ADJ+NOUN	pełne	książek
NOUN+VERB	światło	wpadało
ADJ+NOUN	niewielkie	okienko
ADJ+NOUN	dzikiego	wina
ADJ+NOUN	słoneczne	dni
NOUN+VERB	liście	rzucały
ADP+NOUN	na	ściany
ADJ+NOUN	ruchome	cienie
VERB+NOUN	zmienić	sędziowanie
ADP+NOUN	pod	pozorem
NOUN+NOUN	bicia	głową
VERB+NOUN	pozwolić	zawodnikom
ADP+NOUN	na	ringu
NOUN+VERB	ringu	myśleć
VERB+NOUN	przerywać	okrzykami
ADP+NOUN	Na	Dworcu
ADJ+NOUN	starej	kamienicy
ADJ+NOUN	feralnego	dnia
NOUN+VERB	kolesiami	imprezował
ADP+NOUN	w	okolicach
ADJ+NOUN	młody	człowieku
ADP+NOUN	w	maju
ADJ+NOUN	Walne	Zebranie
NOUN+NOUN	Zebranie	Delegatów
NOUN+VERB	jesienią	zaproszą
VERB+NOUN	zaproszą	studentów
ADP+NOUN	na	obchody
NOUN+NOUN	obchody	25-lecia
ADP+NOUN	na	utrzymaniu
NOUN+NOUN	utrzymaniu	domu
NOUN+NOUN	domu	dziecka
ADP+NOUN	w	szkole
NOUN+ADJ	szkole	artystycznej
VERB+NOUN	Pokazuje	pracownikom
ADJ+NOUN	purytańskim	domu
VERB+PRON	wpojono	mu
ADP+NOUN	Na	szczęście
NOUN+VERB	żona	wolała
ADJ+NOUN	bożonarodzeniowy	koncert
ADJ+NOUN	limeńskiej	katedrze
ADP+NOUN	z	ulgą
NOUN+ADJ	opcja	dostępna
ADP+NOUN	dla	firm
ADP+NOUN	wobec	firm
ADP+NOUN	o	uzyskanie
NOUN+NOUN	uzyskanie	patronatu
NOUN+NOUN	rzecznik	prezydenta
NOUN+NOUN	Celem	wyprawy
NOUN+NOUN	rozpoznanie	struktury
NOUN+NOUN	dynamiki	drzewostanów
NOUN+ADJ	drzewostanów	limbowo
NOUN+NOUN	określenie	możliwości
NOUN+NOUN	możliwości	akumulacji
NOUN+NOUN	akumulacji	węgla
ADP+NOUN	pod	kątem
NOUN+ADJ	kątem	ilościowym
ADJ+NOUN	martwego	drewna
NOUN+NOUN	porównanie	zmian
ADP+NOUN	z	wysokością
ADJ+NOUN	wybranych	cech
NOUN+ADJ	cech	biometrycznych
ADJ+NOUN	naturalnych	drzewostanach
NOUN+NOUN	drzewostanach	tajgi
NOUN+ADJ	tajgi	syberyjskiej
ADP+NOUN	We	wrześniu
ADJ+NOUN	1999	roku
ADJ+NOUN	nowy	wymiar
NOUN+NOUN	wymiar	składek
ADP+NOUN	na	ubezpieczenie
NOUN+ADJ	ubezpieczenie	społeczne
NOUN+NOUN	grup	ubezpieczonych
NOUN+NOUN	podstawę	wymiaru
NOUN+NOUN	wymiaru	składek
VERB+NOUN	stanowi	dochód
NOUN+ADJ	dochód	deklarowany
NOUN+VERB	wędkarze	wpadli
ADP+NOUN	do	wody
NOUN+VERB	wieloryb	zaatakował
ADJ+NOUN	wschodnich	wybrzeży
NOUN+VERB	Opowieść	uczestniczy
ADP+NOUN	w	pochodzie
NOUN+NOUN	pochodzie	performatywów
NOUN+NOUN	Właściciele	aptek
VERB+PRON	tłumaczą	się
ADJ+NOUN	dużą	nieopłacalnością
ADJ+NOUN	nocnego	dyżurowania
VERB+NOUN	tłumaczył	radnym
ADP+NOUN	z	aptekami
ADP+NOUN	w	kwestii
ADJ+NOUN	całodobowej	służby
NOUN+VERB	Klosz	musiał
NOUN+VERB	kobieta	izolowała
VERB+NOUN	izolowała	dłonie
NOUN+VERB	aborcją	kończy
VERB+PRON	kończy	się
ADP+NOUN	w	województwie
NOUN+NOUN	nowotworów	płuc
NOUN+NOUN	urazów	kręgosłupa
ADJ+NOUN	złotych	medalach
VERB+PRON	otwiera	się
VERB+NOUN	podbić	świat
ADJ+NOUN	wyszywanego	fraka
VERB+NOUN	nasiąkł	krwią
VERB+NOUN	przepuszcza	wody
ADP+NOUN	w	śnieg
ADP+NOUN	pod	śniegiem
VERB+NOUN	skrytykowali	fakt
ADP+NOUN	o	dofinansowanie
ADJ+NOUN	środkowej	części
NOUN+NOUN	części	województwa
NOUN+ADJ	województwa	śląskiego
VERB+NOUN	pominięto	region
NOUN+ADJ	region	północny
ADJ+NOUN	dobrym	menedżerem
ADJ+NOUN	całego	zamieszania
NOUN+NOUN	PREZES	RADY
NOUN+NOUN	RADY	MINISTRÓW
ADJ+NOUN	własną	prośbę
ADP+NOUN	ze	stanowiska
NOUN+NOUN	stanowiska	podsekretarza
NOUN+NOUN	podsekretarza	stanu
ADP+NOUN	w	Ministerstwie
NOUN+NOUN	Ministerstwie	Nauki
NOUN+ADJ	Szkolnictwa	Wyższego
ADP+NOUN	Przez	głowę
NOUN+VERB	głowę	przeleciały
VERB+PRON	przeleciały	mu
ADP+NOUN	na	statku
NOUN+VERB	Tom	zawiera
VERB+NOUN	zawiera	liryki
NOUN+ADJ	liryki	refleksyjne
ADP+NOUN	o	losie
NOUN+NOUN	losie	człowieka
ADP+NOUN	przez	pryzmat
ADJ+NOUN	tragicznych	doświadczeń
ADP+NOUN	na	prezencji
ADP+NOUN	na	wygodzie
ADJ+NOUN	tutejsi	dżentelmeni
NOUN+VERB	dżentelmeni	musieli
VERB+NOUN	cuchnąć	potem
NOUN+VERB	księgowy	płacić
VERB+NOUN	izolować	podstawę
ADP+NOUN	od	podłoża
ADJ+NOUN	specjalną	impregnacją
VERB+NOUN	wchłaniała	wody
ADP+NOUN	Z	bramy
NOUN+VERB	bramy	wychodziły
VERB+NOUN	wychodziły	pensjonarki
ADP+NOUN	z	innym
VERB+PRON	Przykryj	go
ADP+NOUN	Z	zabytków
NOUN+ADJ	zabytków	goleszowskich
ADP+NOUN	na	uwagę
NOUN+VERB	uwagę	zasługują
NOUN+ADJ	kościół	ewangelicki
NOUN+ADJ	kościół	katolicki
ADJ+NOUN	XVIII-wieczna	plebania
VERB+PRON	powstrzymać	się
ADJ+NOUN	desperackich	uszczypliwości
ADJ+NOUN	młodego	wina
ADJ+NOUN	trzeci	czwartek
NOUN+NOUN	czwartek	listopada
ADJ+NOUN	oczywistych	względów
NOUN+VERB	względów	wyprzedza
VERB+PRON	wyprzedza	nas
NOUN+ADJ	województwo	mazowieckie
NOUN+NOUN	dostawców	mleka
ADP+NOUN	W	stanie
NOUN+NOUN	stanie	obrzydzenia
NOUN+ADJ	obrzydzenia	przyprawiającego
ADJ+NOUN	nowe	mdłości
ADJ+NOUN	wielki	ból
NOUN+VERB	ból	zaczyna
ADP+NOUN	Na	balu
ADP+NOUN	po	wręczeniu
NOUN+NOUN	wręczeniu	Nagrody
VERB+PRON	bajerowała	mnie
NOUN+NOUN	historią	skręcenia
NOUN+ADJ	skręcenia	jednej
ADJ+NOUN	korzystnego	ubezpieczenia
VERB+PRON	uratowało	ją
ADP+NOUN	przed	bankructwem
ADP+NOUN	w	końcu
NOUN+NOUN	numer	telefonu
ADJ+NOUN	łącznej	powierzchni
NOUN+ADJ	powierzchni	użytkowej
ADP+NOUN	W	związku
ADP+NOUN	do	pana
NOUN+NOUN	pana	ministra
NOUN+VERB	Komendant	machnął
VERB+NOUN	machnął	dłonią
NOUN+VERB	Budynek	ma
ADP+NOUN	z	mową
ADP+NOUN	w	telewizji
ADP+NOUN	w	teatrze
VERB+PRON	ciągnęli	ją
ADJ+NOUN	blond	warkoczyki
ADJ+NOUN	czerwonymi	kokardkami
VERB+NOUN	poinformowała	policja
ADJ+NOUN	białej	furgonetki
ADP+NOUN	na	promenadę
ADP+NOUN	wśród	turystów
ADP+NOUN	w	centrum
NOUN+NOUN	centrum	miasta
VERB+NOUN	jadąc	zygzakiem
ADP+NOUN	z	Sądu
NOUN+ADJ	Sądu	Wojewódzkiego
VERB+NOUN	nadeszły	dokumenty
ADJ+NOUN	potwierdzające	osobowość
NOUN+ADJ	osobowość	prawną
NOUN+NOUN	Centrum	Przewodnictwa
NOUN+ADJ	Przewodnictwa	Tatrzańskiego
NOUN+NOUN	związek	stowarzyszeń
ADP+NOUN	w	dniu
NOUN+ADJ	dniu	16
ADJ+NOUN	16	lipca
NOUN+VERB	piasku	przesypali
ADP+NOUN	w	piaskownicy
NOUN+NOUN	mistrzostwo	świata
ADJ+NOUN	częstym	alergenem
ADP+NOUN	na	drodze
ADJ+NOUN	innych	mechanizmów
VERB+NOUN	Dopakowuje	torbę
ADP+NOUN	przez	lata
ADJ+NOUN	policyjnym	pornosie
NOUN+ADJ	Ekspertyza	balistyczna
VERB+NOUN	wykluczyła	udział
NOUN+NOUN	udział	żołnierzy
NOUN+ADJ	żołnierzy	niemieckich
ADP+NOUN	w	zastrzeleniu
ADJ+NOUN	49-letniego	mężczyzny
NOUN+VERB	ciocia	zaśpiewała
VERB+PRON	zaśpiewała	mu
ADJ+NOUN	działdowskich	sukienników
VERB+NOUN	uzyskał	przywilej
NOUN+ADJ	przywilej	polegający
NOUN+VERB	członkowie	mogli
ADJ+NOUN	miejscowym	rynku
NOUN+ADJ	ogrodów	zoologicznych
ADJ+NOUN	najpiękniejszym	zoo
ADJ+NOUN	najlepszym	klientem
VERB+NOUN	wykorzystując	impet
NOUN+NOUN	impet	ciosu
ADP+NOUN	pod	warunkiem
ADP+NOUN	na	Wszechświat
NOUN+VERB	bóg	nazywa
VERB+PRON	nazywa	się
ADJ+NOUN	krótki	napis
ADJ+NOUN	ulubione	monstrum
ADP+NOUN	na	szpilkach
VERB+PRON	ma	się
NOUN+VERB	cenę	trzeba
ADJ+NOUN	współczesnej	psychologii
VERB+PRON	oczekujemy	czegoś
ADP+NOUN	w	rodzaju
ADJ+NOUN	cudownych	diet
ADJ+NOUN	zbędnych	kilogramów
ADJ+NOUN	Drugiemu	stoczniowcowi
NOUN+NOUN	wychłodzenie	organizmu
ADJ+NOUN	dużego	zamieszania
ADP+NOUN	na	rynku
NOUN+ADJ	rynku	międzybankowym
ADP+NOUN	z	powodu
NOUN+NOUN	kryzysu	zaufania
NOUN+NOUN	sektor	przedsiębiorstw
ADP+NOUN	na	kontach
NOUN+ADJ	kontach	bankowych
NOUN+ADJ	środki	pieniężne
ADJ+NOUN	dogodną	poduszkę
NOUN+ADJ	poduszkę	płynnościową
ADP+NOUN	dla	amortyzacji
NOUN+NOUN	amortyzacji	trudności
ADP+NOUN	z	dostępem
ADP+NOUN	do	finansowania
NOUN+ADJ	finansowania	zewnętrznego
ADP+NOUN	W	sezonie
NOUN+ADJ	sezonie	letnim
NOUN+NOUN	Armator	statku
ADP+NOUN	do	wojewody
NOUN+ADJ	wojewody	pomorskiego
ADP+NOUN	z	biura
NOUN+ADJ	biura	prasowego
NOUN+ADJ	wojewody	pomorskiego
VERB+PRON	Przyjmowano	to
ADP+NOUN	po	czystce
ADP+NOUN	wśród	ambasadorów
ADP+NOUN	z	powodu
NOUN+NOUN	utraty	zaufania
ADP+NOUN	ze	służbami
NOUN+ADJ	służbami	specjalnymi
VERB+NOUN	nastąpi	ciąg
NOUN+ADJ	ciąg	dalszy
ADJ+NOUN	wspaniały	człowiek
ADJ+NOUN	wart	docenienia
ADP+NOUN	za	pracę
NOUN+ADJ	pracę	społeczną
ADP+NOUN	w	szkołach
ADJ+NOUN	długie	lata
ADJ+NOUN	własne	dzieci
ADJ+NOUN	faktycznego	zwycięstwa
ADP+NOUN	nad	rezultatem
NOUN+NOUN	rezultatem	wyborów
ADP+NOUN	przed	światem
NOUN+ADJ	Prokuratura	Okręgowa
ADP+NOUN	do	sądu
ADP+NOUN	o	aresztowanie
ADJ+NOUN	poznańskim	kobietom
ADJ+NOUN	Podlaska	Agencja
NOUN+NOUN	Agencja	Restrukturyzacji
NOUN+NOUN	Modernizacji	Rolnictwa
ADJ+NOUN	specjalną	instrukcję
ADP+NOUN	dla	parafii
ADP+NOUN	Do	wagonu
ADJ+PRON	całująca	się
NOUN+VERB	rodzinka	zablokowała
VERB+NOUN	zablokowała	wejście
ADJ+NOUN	polskie	ślinienie
NOUN+PRON	ślinienie	się
ADP+NOUN	do	całowania
NOUN+VERB	całowania	podstawiać
ADJ+NOUN	polskiego	ambasadora
VERB+PRON	odradza	się
NOUN+PRON	naśladowanie	ich
ADP+NOUN	przez	turystów
ADP+NOUN	dla	człowieka
ADP+NOUN	na	zboczu
NOUN+NOUN	płat	śniegu
VERB+PRON	kończy	się
ADP+NOUN	do	końca
ADJ+NOUN	swoistą	encyklopedią
NOUN+NOUN	encyklopedią	zła
ADP+NOUN	dla	służb
NOUN+ADJ	służb	skarbowych
NOUN+VERB	Kropidłami	żegnają
VERB+NOUN	żegnają	granaty
NOUN+VERB	rynsztokami	płynie
VERB+NOUN	płynie	woda
NOUN+ADJ	woda	święcona
ADP+NOUN	w	roku
NOUN+ADJ	roku	1980
NOUN+ADJ	społeczeństwem	nadobywatelskim
ADJ+NOUN	premierowym	przedstawieniu
ADJ+NOUN	Spoceni	wycieczkowicze
NOUN+VERB	wycieczkowicze	chrząkali
ADP+NOUN	z	zadowolenia
NOUN+VERB	większość	powstanie
NOUN+ADJ	techniki	rozrodcze
NOUN+NOUN	kierownik	badań
NOUN+VERB	pytanie	ma
VERB+NOUN	ma	mankamenty
ADJ+NOUN	skrajne	opcje
ADP+NOUN	do	wyboru
ADJ+NOUN	Francuscy	komuniści
ADP+NOUN	z	socjalistami
NOUN+NOUN	rząd	lewicy
ADP+NOUN	po	wyborach
ADJ+NOUN	1998	roku
ADP+NOUN	z	tyłu
ADJ+NOUN	długowłosych	podróżnych
NOUN+ADJ	Rodziny	działkowe
ADP+NOUN	w	okręgu
NOUN+ADJ	okręgu	zielonogórskim
VERB+NOUN	grabić	grządki
NOUN+VERB	politycy	zagrabią
VERB+PRON	zagrabią	im
ADJ+NOUN	Trzeciego	Świata
VERB+PRON	dotyczy	to
ADJ+NOUN	odpowiednia	polityka
NOUN+ADJ	polityka	rządowa
ADJ+NOUN	określonym	ustawodawstwem
ADJ+NOUN	wybrane	miary
NOUN+NOUN	miary	badania
NOUN+NOUN	badania	efektywności
ADJ+NOUN	importowanej	technologii
ADP+NOUN	w	sposób
NOUN+ADJ	sposób	obligatoryjny
ADJ+NOUN	fajnych	rodziców
ADJ+NOUN	palący	koledzy
NOUN+VERB	ludzie	funkcjonują
ADP+NOUN	w	miarę
ADJ+NOUN	uszkodzonym	kręgosłupem
ADJ+NOUN	najbliższym	środowiskiem
ADP+NOUN	W	klasyfikacji
NOUN+ADJ	klasyfikacji	drużynowej
VERB+NOUN	zwyciężyli	komentatorzy
NOUN+ADJ	komentatorzy	sportowi
ADJ+NOUN	zadrukowanego	papieru
NOUN+VERB	Ludzie	przestali
VERB+PRON	Uderzyli	cię
ADP+NOUN	w	głowę
ADP+NOUN	do	śpiewania
VERB+PRON	odwraca	nas
ADJ+NOUN	prawdziwe	emocje
NOUN+VERB	emocje	kanalizuje
ADJ+NOUN	utarte	formuły
ADJ+NOUN	głównych	powodów
NOUN+NOUN	natłok	obowiązków
ADP+NOUN	w	ogóle
ADP+NOUN	o	pozostawaniu
NOUN+NOUN	pozostawaniu	częścią
ADP+NOUN	na	raka
ADJ+NOUN	dziwną	sprawą
NOUN+VERB	Upadek	zamortyzowała
ADP+NOUN	w	dole
ADP+NOUN	z	piwnicy
NOUN+ADJ	albumy	rodzinne
ADP+NOUN	z	flaszką
NOUN+NOUN	flaszką	whisky
ADP+NOUN	w	gardło
ADJ+NOUN	złocisty	napój
VERB+NOUN	mówi	aktorka
NOUN+VERB	Towarzystwo	oddelegowało
NOUN+VERB	Wybór	padł
ADP+NOUN	na	fotogrametrię
NOUN+ADJ	fotogrametrię	naziemną
ADP+NOUN	w	uzasadnieniu
ADP+NOUN	do	projektu
NOUN+ADJ	projektu	rządowego
NOUN+ADJ	Unia	Europejska
NOUN+VERB	prawo	ma
VERB+PRON	charakteryzuje	się
NOUN+NOUN	przerostem	formy
ADP+NOUN	nad	treścią
ADP+NOUN	w	istocie
ADP+NOUN	do	oglądania
ADP+NOUN	do	czytania
ADP+NOUN	Na	wstępie
NOUN+VERB	wstępie	proszę
ADP+NOUN	o	nieprzerywanie
NOUN+NOUN	procent	pytań
ADJ+NOUN	Piękne	dziewczyny
NOUN+VERB	dziewczyny	zelektryzowały
VERB+NOUN	zelektryzowały	kierowców
NOUN+NOUN	kierowców	tirów
NOUN+VERB	babcia	żałuje
NOUN+NOUN	tradycji	spotykania
NOUN+PRON	spotykania	się
ADP+NOUN	w	sąsiedztwie
ADJ+NOUN	wspólnego	śpiewania
NOUN+NOUN	śpiewania	piosenek
VERB+NOUN	relacjonowała	publiczności
ADP+NOUN	z	dziewczynek
ADJ+NOUN	późnego	wieczora
VERB+NOUN	uzyskał	potwierdzenia
NOUN+NOUN	potwierdzenia	doniesień
NOUN+NOUN	doniesień	Echa
VERB+PRON	objął	ją
ADP+NOUN	w	gali
ADP+NOUN	pod	dyrekcją
NOUN+VERB	Maszyna	kołowała
ADP+NOUN	na	pas
NOUN+ADJ	pas	startowy
ADP+NOUN	W	bibliotece
VERB+PRON	Poderwali	się
ADP+NOUN	z	błogostanu
NOUN+VERB	kupcy	kazali
VERB+NOUN	zatrzymać	kolumnę
VERB+NOUN	przebić	wzrokiem
ADJ+NOUN	zapadające	ciemności
ADP+NOUN	do	zablokowania
NOUN+NOUN	zablokowania	kont
ADP+NOUN	przez	komornika
ADJ+NOUN	dwutygodniowym	paraliżem
ADP+NOUN	dla	Urzędu
NOUN+ADJ	Urzędu	Miejskiego
ADJ+NOUN	czarny	scenariusz
NOUN+NOUN	scenariusz	funkcjonowania
NOUN+NOUN	funkcjonowania	instytucji
VERB+NOUN	określał	mianem
NOUN+ADJ	policji	politycznej
ADJ+NOUN	zbrojnej	formacji
VERB+PRON	posuwając	się
ADP+NOUN	do	stwierdzeń
VERB+PRON	może	ona
VERB+NOUN	zagrażać	demokracji
ADP+NOUN	po	drodze
ADP+NOUN	co	prawda
VERB+NOUN	jedzą	mięso
ADP+NOUN	przez	lata
ADP+NOUN	o	prawa
NOUN+NOUN	prawa	pracowników
