mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
ADJ+NOUN	amerykańskiego	21	wahadłowca	22	amerykańskiego wahadłowca	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
NOUN+VERB	Bydgoszczanin	0	ogłosił	1	Bydgoszczanin ogłosił	Bydgoszczanin ogłosił w prasie , że poszukuje panienek do pracy w Niemczech .	0	test	1	0
ADP+NOUN	w	2	prasie	3	w prasie	Bydgoszczanin ogłosił w prasie , że poszukuje panienek do pracy w Niemczech .	0	test	1	0
VERB+NOUN	poszukuje	6	panienek	7	poszukuje panienek	Bydgoszczanin ogłosił w prasie , że poszukuje panienek do pracy w Niemczech .	0	test	1	0
ADP+NOUN	do	8	pracy	9	do pracy	Bydgoszczanin ogłosił w prasie , że poszukuje panienek do pracy w Niemczech .	0	test	1	0
ADP+NOUN	wśród	3	ludzi	4	wśród ludzi	"Włodek : Przebywanie wśród ludzi z solidną abstynencją , z trzeźwym poglądem na życie dodaje "" świeżakom "" pewności , że skoro tamci potrafili - a zaczynali tak samo - to przecież ja też dam sobie radę ."	0	test	1	0
ADJ+NOUN	solidną	6	abstynencją	7	solidną abstynencją	"Włodek : Przebywanie wśród ludzi z solidną abstynencją , z trzeźwym poglądem na życie dodaje "" świeżakom "" pewności , że skoro tamci potrafili - a zaczynali tak samo - to przecież ja też dam sobie radę ."	0	test	1	0
ADJ+NOUN	trzeźwym	10	poglądem	11	trzeźwym poglądem	"Włodek : Przebywanie wśród ludzi z solidną abstynencją , z trzeźwym poglądem na życie dodaje "" świeżakom "" pewności , że skoro tamci potrafili - a zaczynali tak samo - to przecież ja też dam sobie radę ."	0	test	1	0
ADP+NOUN	na	12	życie	13	na życie	"Włodek : Przebywanie wśród ludzi z solidną abstynencją , z trzeźwym poglądem na życie dodaje "" świeżakom "" pewności , że skoro tamci potrafili - a zaczynali tak samo - to przecież ja też dam sobie radę ."	0	test	1	0
NOUN+NOUN	kolegium	1	Instytutu	2	kolegium Instytutu	Wczoraj kolegium Instytutu usiłowało wyłonić nowego kandydata na prezesa .	0	test	1	0
ADJ+NOUN	nowego	5	kandydata	6	nowego kandydata	Wczoraj kolegium Instytutu usiłowało wyłonić nowego kandydata na prezesa .	0	test	1	0
ADP+NOUN	na	7	prezesa	8	na prezesa	Wczoraj kolegium Instytutu usiłowało wyłonić nowego kandydata na prezesa .	0	test	1	0
ADP+NOUN	Do	0	zdarzenia	1	Do zdarzenia	Do zdarzenia doszło na dość oblodzonej ulicy .	0	test	1	0
NOUN+VERB	zdarzenia	1	doszło	2	zdarzenia doszło	Do zdarzenia doszło na dość oblodzonej ulicy .	0	test	1	0
ADJ+NOUN	oblodzonej	5	ulicy	6	oblodzonej ulicy	Do zdarzenia doszło na dość oblodzonej ulicy .	0	test	1	0
ADJ+NOUN	powszechne	1	uwłaszczenie	2	powszechne uwłaszczenie	Tylko powszechne uwłaszczenie obywateli stwarza dla Polaków ostatnią szansę na uzyskanie realnych praw własności .	0	test	1	0
NOUN+NOUN	uwłaszczenie	2	obywateli	3	uwłaszczenie obywateli	Tylko powszechne uwłaszczenie obywateli stwarza dla Polaków ostatnią szansę na uzyskanie realnych praw własności .	0	test	1	0
ADP+NOUN	na	9	uzyskanie	10	na uzyskanie	Tylko powszechne uwłaszczenie obywateli stwarza dla Polaków ostatnią szansę na uzyskanie realnych praw własności .	0	test	1	0
ADJ+NOUN	realnych	11	praw	12	realnych praw	Tylko powszechne uwłaszczenie obywateli stwarza dla Polaków ostatnią szansę na uzyskanie realnych praw własności .	0	test	1	0
NOUN+NOUN	praw	12	własności	13	praw własności	Tylko powszechne uwłaszczenie obywateli stwarza dla Polaków ostatnią szansę na uzyskanie realnych praw własności .	0	test	1	0
ADJ+NOUN	całym	18	mówieniu	19	całym mówieniu	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
ADP+NOUN	o	20	odpolityzowaniu	21	o odpolityzowaniu	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
ADP+NOUN	z	26	rewanżem	27	z rewanżem	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
NOUN+ADJ	rewanżem	27	politycznym	28	rewanżem politycznym	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
ADP+NOUN	o	38	zmianach	39	o zmianach	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
ADP+NOUN	z	40	premierem	41	z premierem	"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet oświadczył , że obawia się , iż "" przy tym całym mówieniu o odpolityzowaniu UOP mamy do czynienia z rewanżem politycznym "" - i zapowiedział , że będzie chciał porozmawiać o zmianach z premierem ."	0	test	1	0
VERB+PRON	objął	5	ją	6	objął ją	- Tak - westchnął i objął ją , nie kryjąc intencji .	0	test	1	0
VERB+NOUN	kryjąc	9	intencji	10	kryjąc intencji	- Tak - westchnął i objął ją , nie kryjąc intencji .	0	test	1	0
VERB+NOUN	będzie	1	sądu	2	będzie sądu	Nie będzie sądu .	0	test	1	0
VERB+PRON	Poszczują	1	nas	2	Poszczują nas	- Poszczują nas psami - perswadowałem perswadował em .	0	test	1	0
NOUN+NOUN	minister	7	rolnictwa	8	minister rolnictwa	Przedostatni figuruje Artur Balazs , poseł i minister rolnictwa , a zamyka ją Stefan Oleszczuk z UPR-u , starosta kamieński .	0	test	1	0
VERB+PRON	zamyka	11	ją	12	zamyka ją	Przedostatni figuruje Artur Balazs , poseł i minister rolnictwa , a zamyka ją Stefan Oleszczuk z UPR-u , starosta kamieński .	0	test	1	0
NOUN+ADJ	starosta	18	kamieński	19	starosta kamieński	Przedostatni figuruje Artur Balazs , poseł i minister rolnictwa , a zamyka ją Stefan Oleszczuk z UPR-u , starosta kamieński .	0	test	1	0
ADP+NOUN	o	6	smaku	7	o smaku	Właściwie wcale nie chcę tej obrzydliwej o smaku wymiocin , ale to ona podnosi oglądalność i jeśli chcę poznać świat nastolatków , powinienem powinien em o niej zamarzyć .	0	test	1	0
NOUN+NOUN	smaku	7	wymiocin	8	smaku wymiocin	Właściwie wcale nie chcę tej obrzydliwej o smaku wymiocin , ale to ona podnosi oglądalność i jeśli chcę poznać świat nastolatków , powinienem powinien em o niej zamarzyć .	0	test	1	0
VERB+NOUN	podnosi	13	oglądalność	14	podnosi oglądalność	Właściwie wcale nie chcę tej obrzydliwej o smaku wymiocin , ale to ona podnosi oglądalność i jeśli chcę poznać świat nastolatków , powinienem powinien em o niej zamarzyć .	0	test	1	0
VERB+NOUN	poznać	18	świat	19	poznać świat	Właściwie wcale nie chcę tej obrzydliwej o smaku wymiocin , ale to ona podnosi oglądalność i jeśli chcę poznać świat nastolatków , powinienem powinien em o niej zamarzyć .	0	test	1	0
NOUN+NOUN	świat	19	nastolatków	20	świat nastolatków	Właściwie wcale nie chcę tej obrzydliwej o smaku wymiocin , ale to ona podnosi oglądalność i jeśli chcę poznać świat nastolatków , powinienem powinien em o niej zamarzyć .	0	test	1	0
NOUN+ADJ	Tenisiści	0	stołowi	1	Tenisiści stołowi	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
NOUN+NOUN	terminy	7	spotkań	8	terminy spotkań	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
NOUN+ADJ	spotkań	8	barażowych	9	spotkań barażowych	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
ADJ+NOUN	I	11	ligę	12	I ligę	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
ADJ+NOUN	II	20	ligi	21	II ligi	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
NOUN+ADJ	ligi	21	łódzko	22	ligi łódzko	Tenisiści stołowi Energetyka Opoki Trzebinia znają już terminy spotkań barażowych o I ligę , w których ich rywalem będzie zwycięzca II ligi łódzko - świętokrzyskiej Start Brzezina .	0	test	1	0
ADP+NOUN	do	1	Boga	2	do Boga	Dzwoniący do Boga dyryguje i dyrektoruje Operą Dworską , oprócz tego jeździ za granicę , coraz częściej , na coraz dłużej , jego symfonie stają się coraz bardziej znane .	0	test	1	0
VERB+NOUN	dyrektoruje	5	Operą	6	dyrektoruje Operą	Dzwoniący do Boga dyryguje i dyrektoruje Operą Dworską , oprócz tego jeździ za granicę , coraz częściej , na coraz dłużej , jego symfonie stają się coraz bardziej znane .	0	test	1	0
NOUN+ADJ	Operą	6	Dworską	7	Operą Dworską	Dzwoniący do Boga dyryguje i dyrektoruje Operą Dworską , oprócz tego jeździ za granicę , coraz częściej , na coraz dłużej , jego symfonie stają się coraz bardziej znane .	0	test	1	0
ADP+NOUN	za	12	granicę	13	za granicę	Dzwoniący do Boga dyryguje i dyrektoruje Operą Dworską , oprócz tego jeździ za granicę , coraz częściej , na coraz dłużej , jego symfonie stają się coraz bardziej znane .	0	test	1	0
ADJ+NOUN	prawicowy	6	polityk	7	prawicowy polityk	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
ADJ+NOUN	poważny	13	analityk	14	poważny analityk	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
NOUN+NOUN	analityk	14	sceny	15	analityk sceny	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
NOUN+ADJ	sceny	15	politycznej	16	sceny politycznej	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
VERB+NOUN	obronił	22	doktorat	23	obronił doktorat	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
ADP+NOUN	z	24	polityki	25	z polityki	Tacy jak Aleksander Hall , kiedyś prawicowy polityk , teraz bardziej znany jako poważny analityk sceny politycznej i publicysta , który niedawno obronił doktorat z polityki Charles'a de Gaulle'a .	0	test	1	0
NOUN+NOUN	sposób	3	postępowania	4	sposób postępowania	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
NOUN+NOUN	postępowania	4	funkcjonariuszy	5	postępowania funkcjonariuszy	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
NOUN+ADJ	funkcjonariuszy	5	wyprowadzających	6	funkcjonariuszy wyprowadzających	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
ADJ+NOUN	wyprowadzających	6	oskarżonych	7	wyprowadzających oskarżonych	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
ADP+NOUN	do	8	toalety	9	do toalety	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
NOUN+NOUN	rzecznik	17	Komendy	18	rzecznik Komendy	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
NOUN+ADJ	Komendy	18	Głównej	19	Komendy Głównej	- Wątpliwości budzi sposób postępowania funkcjonariuszy wyprowadzających oskarżonych do toalety - mówi nadkom . Paweł Biedziak , rzecznik Komendy Głównej .	0	test	1	0
NOUN+NOUN	Klinika	2	Urologii	3	Klinika Urologii	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+NOUN	Urologii	3	Akademii	4	Urologii Akademii	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+ADJ	Akademii	4	Medycznej	5	Akademii Medycznej	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
ADJ+NOUN	dwudniowe	13	sympozjum	14	dwudniowe sympozjum	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
ADP+NOUN	na	15	temat	16	na temat	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
ADJ+NOUN	Współczesnych	18	poglądów	19	Współczesnych poglądów	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
ADP+NOUN	na	20	diagnostykę	21	na diagnostykę	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+NOUN	leczenie	23	zaburzeń	24	leczenie zaburzeń	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+NOUN	zaburzeń	24	wzwodu	25	zaburzeń wzwodu	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+NOUN	wzwodu	25	prącia	26	wzwodu prącia	"Katedra i Klinika Urologii Akademii Medycznej w Lublinie organizuje dziś w Kazimierzu Dolnym dwudniowe sympozjum na temat "" Współczesnych poglądów na diagnostykę i leczenie zaburzeń wzwodu prącia "" ."	0	test	1	0
NOUN+NOUN	brudnicy	10	nieparki	11	brudnicy nieparki	Im mniej żołędzi , tym mniej myszaków i tym więcej brudnicy nieparki .	0	test	1	0
VERB+PRON	odbierze	3	nam	4	odbierze nam	Grozi , że odbierze nam część pieniędzy .	0	test	1	0
NOUN+NOUN	część	5	pieniędzy	6	część pieniędzy	Grozi , że odbierze nam część pieniędzy .	0	test	1	0
NOUN+NOUN	dział	6	analiz	7	dział analiz	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
ADJ+NOUN	wirtualny	11	świat	12	wirtualny świat	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
NOUN+NOUN	świat	12	fikcji	13	świat fikcji	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
NOUN+ADJ	lobby	16	europejskie	17	lobby europejskie	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
ADJ+NOUN	dużą	26	porcję	27	dużą porcję	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
NOUN+NOUN	porcję	27	aktywów	28	porcję aktywów	Myślałem Myślał em , że nasz dział analiz jak zwykle stworzył wirtualny świat fikcji lub że lobby europejskie tym razem wzięło górę nad azjatyckim i wyszarpnęło dużą porcję aktywów , które gdzieś trzeba było ulokować .	0	test	1	0
